source_id	destination	owner	class	dependencies	sanitization	license	redistribution	validation
public-authored:modules/system/public/login-manager.nix	modules/system/public/login-manager.nix	system	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-authored:modules/system/public/niri.nix	modules/system/public/niri.nix	system	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-authored:modules/system/public/notifications.nix	modules/system/public/notifications.nix	system	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-authored:modules/system/public/portal.nix	modules/system/public/portal.nix	system	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-authored:modules/system/public/power.nix	modules/system/public/power.nix	system	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-authored:modules/system/public/screen-lock.nix	modules/system/public/screen-lock.nix	system	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-authored:modules/system/public/screenshots.nix	modules/system/public/screenshots.nix	system	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-authored:modules/system/public/system-extensions.nix	modules/system/public/system-extensions.nix	system	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-authored:modules/system/public/system-monitoring.nix	modules/system/public/system-monitoring.nix	system	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-authored:modules/system/public/wallpapers.nix	modules/system/public/wallpapers.nix	system	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-authored:modules/system/public/wayland.nix	modules/system/public/wayland.nix	system	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-authored:modules/system/public/x11.nix	modules/system/public/x11.nix	system	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-authored:modules/system/public/xremap.nix	modules/system/public/xremap.nix	system	home-manager	nixpkgs, home-manager	new opt-in public wrapper; private references excluded	MIT	allowed	flake checks and boundary scan
public-authored:modules/programs/public/default.nix	modules/programs/public/default.nix	core	home-manager	nixpkgs, home-manager	new public namespace entrypoint; private references excluded	MIT	allowed	all-capabilities flake check and boundary scan
public-authored:modules/system/public/default.nix	modules/system/public/default.nix	core	home-manager	nixpkgs, home-manager	new public namespace entrypoint; private references excluded	MIT	allowed	all-capabilities flake check and boundary scan
public-authored:modules/public/default.nix	modules/public/default.nix	core	home-manager	nixpkgs, home-manager	new private-consumer entrypoint; private references excluded	MIT	allowed	private integration eval and boundary scan
public-authored:modules/programs/public/ai/default.nix	modules/programs/public/ai/default.nix	core	home-manager	nixpkgs, home-manager	public AI namespace entrypoint; private references excluded	MIT	allowed	module-output checks and boundary scan
public-authored:modules/programs/public/desktop/default.nix	modules/programs/public/desktop/default.nix	core	home-manager	nixpkgs, home-manager	public desktop namespace entrypoint; private references excluded	MIT	allowed	module-output checks and boundary scan
